country;age;gender;Q1;sad;helpless;anxious;afraid;optimistic;angry;guilty;ashamed;hurt;depressed;despair;grief;powerless;indifferent;Q3;Q6;Doing enough to avoid a climate catastrophe;abandoned;hopeful;protected
India;22;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;prefer not to say;a little;yes;a little;a little;moderately
India;23;man;extremely;yes;no;no;no;no;yes;yes;yes;yes;no;no;yes;no;yes;yes;a little;prefer not to say;a little;very;moderately
France;25;woman;very;yes;yes;yes;no;yes;prefer not to say;yes;yes;yes;yes;yes;yes;yes;no;prefer not to say;moderately;prefer not to say;moderately;moderately;moderately
Finland;25;woman;very;no;yes;no;no;no;yes;no;yes;no;no;yes;yes;yes;no;no;a little;yes;very;not at all;moderately
Australia;23;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;prefer not to say;yes;no;yes;yes;no;a little;yes;very;not at all;moderately
Australia;21;man;not worried;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;not at all;yes;extremely;extremely;extremely
France;24;man;a little;yes;yes;no;yes;yes;yes;yes;no;yes;no;no;yes;no;no;no;not at all;yes;moderately;not at all;moderately
France;18;man;moderately;yes;yes;no;no;yes;no;no;no;no;no;no;no;yes;no;no;a little;no;moderately;a little;moderately
India;25;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;completely reassured;yes;extremely;very;very
France;23;man;moderately;prefer not to say;no;no;no;no;no;yes;yes;no;yes;prefer not to say;prefer not to say;yes;yes;yes;moderately;yes;extremely;very;moderately
France;21;woman;not worried;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;prefer not to say;prefer not to say;prefer not to say;prefer not to say;not at all
India;22;man;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;no;yes;yes;no;no;yes;not at all;no;very;very;moderately
India;24;woman;very;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;very;yes;very;very;very
India;24;woman;a little;no;yes;no;no;yes;no;yes;yes;no;no;no;no;no;yes;yes;not at all;no;moderately;moderately;a little
India;22;man;moderately;yes;yes;yes;no;yes;yes;no;no;no;no;no;no;yes;yes;yes;not at all;yes;moderately;not at all;prefer not to say
India;20;woman;extremely;no;yes;yes;yes;yes;no;no;no;yes;no;yes;no;yes;yes;yes;very;no;moderately;moderately;moderately
Australia;20;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;not at all;yes;very;a little;extremely
India;24;man;moderately;yes;yes;yes;yes;yes;yes;no;no;no;yes;yes;no;yes;yes;yes;completely reassured;yes;not at all;extremely;not at all
India;23;man;moderately;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;moderately;no;moderately;moderately;prefer not to say
India;21;woman;very;no;yes;yes;yes;yes;prefer not to say;no;no;no;yes;yes;no;yes;no;no;very;yes;moderately;very;moderately
Philippines;25;woman;extremely;yes;no;yes;yes;yes;no;yes;no;no;no;no;no;no;no;yes;moderately;yes;a little;not at all;very
India;21;woman;a little;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;not at all;yes;a little;not at all;prefer not to say
India;18;man;prefer not to say;yes;prefer not to say;prefer not to say;yes;prefer not to say;yes;yes;prefer not to say;prefer not to say;prefer not to say;prefer not to say;yes;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say
India;23;man;extremely;yes;yes;yes;yes;yes;no;no;yes;yes;yes;no;no;no;yes;yes;moderately;yes;very;very;moderately
India;18;woman;extremely;yes;yes;yes;prefer not to say;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;a little;yes;very;not at all;a little
India;22;woman;extremely;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;yes;completely reassured;no;very;extremely;very
India;21;woman;very;yes;yes;no;yes;no;yes;yes;yes;yes;no;no;no;yes;no;no;not at all;yes;not at all;moderately;moderately
India;23;woman;very;no;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;yes;no;moderately;yes;very;very;very
Finland;16;man;a little;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;a little;no;a little;moderately;a little
Australia;24;woman;not worried;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;not at all;yes;not at all;moderately;moderately
France;22;man;extremely;yes;yes;yes;yes;no;yes;no;yes;yes;no;no;yes;prefer not to say;no;no;moderately;yes;not at all;extremely;moderately
India;24;man;extremely;yes;no;prefer not to say;yes;yes;yes;prefer not to say;yes;yes;no;prefer not to say;prefer not to say;no;prefer not to say;yes;very;no;moderately;moderately;very
France;19;woman;moderately;no;no;no;yes;no;no;no;no;no;no;yes;no;yes;no;no;moderately;yes;very;moderately;not at all
France;20;woman;very;yes;no;no;no;yes;yes;no;yes;yes;yes;yes;yes;no;yes;yes;a little;yes;a little;moderately;extremely
France;24;woman;not worried;yes;yes;yes;no;yes;yes;yes;prefer not to say;prefer not to say;no;no;no;no;no;no;not at all;yes;very;very;a little
Australia;20;woman;moderately;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;not at all;no;not at all;not at all;not at all
France;20;woman;extremely;yes;yes;no;yes;no;yes;yes;no;no;no;no;yes;yes;no;yes;moderately;no;not at all;a little;a little
Australia;25;man;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;no;yes;no;no;a little;yes;very;a little;moderately
France;19;woman;moderately;no;yes;no;yes;no;no;no;no;no;no;yes;no;yes;no;no;a little;yes;a little;not at all;not at all
France;22;woman;moderately;no;no;no;no;no;yes;no;yes;no;no;no;yes;no;no;no;a little;no;not at all;not at all;not at all
India;21;man;moderately;yes;yes;yes;yes;yes;yes;no;yes;yes;yes;no;yes;no;yes;yes;not at all;yes;a little;moderately;extremely
France;22;woman;very;yes;no;yes;yes;yes;no;yes;yes;yes;no;no;yes;yes;no;no;moderately;yes;a little;moderately;very
India;20;woman;extremely;yes;yes;no;yes;yes;no;yes;yes;yes;no;yes;yes;no;yes;yes;moderately;yes;a little;extremely;very
India;23;man;extremely;yes;yes;yes;yes;yes;yes;yes;no;no;yes;no;yes;yes;yes;yes;completely reassured;yes;extremely;extremely;extremely
France;18;woman;very;no;yes;yes;yes;no;no;yes;yes;no;no;yes;no;yes;no;no;a little;yes;a little;not at all;not at all
India;24;woman;very;yes;yes;yes;yes;no;yes;no;no;no;yes;no;no;no;no;yes;moderately;yes;moderately;moderately;moderately
France;21;man;moderately;yes;yes;yes;no;no;no;no;no;no;no;no;yes;yes;no;no;not at all;yes;very;not at all;prefer not to say
India;20;man;not worried;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;not at all;yes;not at all;moderately;not at all
France;23;man;very;yes;yes;no;yes;no;yes;no;no;no;no;yes;no;yes;no;no;a little;no;a little;moderately;not at all
Finland;25;woman;extremely;yes;no;yes;no;no;yes;no;no;yes;no;yes;yes;yes;yes;yes;completely reassured;yes;moderately;moderately;very
India;23;man;moderately;yes;no;yes;no;yes;yes;no;no;yes;yes;no;yes;yes;yes;yes;moderately;no;moderately;moderately;a little
India;20;man;extremely;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;very;yes;extremely;moderately;extremely
Australia;21;man;very;yes;yes;yes;yes;no;no;yes;no;yes;no;yes;prefer not to say;no;yes;yes;very;yes;extremely;very;extremely
India;18;man;very;no;yes;prefer not to say;no;no;yes;prefer not to say;no;yes;no;yes;yes;yes;prefer not to say;yes;moderately;yes;moderately;moderately;very
France;22;man;moderately;yes;no;yes;yes;yes;yes;no;no;no;yes;no;yes;no;no;yes;very;no;moderately;a little;a little
India;22;man;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;not at all;yes;extremely;not at all;extremely
India;19;woman;extremely;yes;yes;yes;yes;no;yes;no;no;yes;no;no;no;no;no;yes;moderately;no;moderately;moderately;a little
India;25;man;very;yes;no;no;yes;no;yes;yes;no;no;no;no;yes;no;no;yes;very;yes;moderately;a little;moderately
India;22;man;extremely;yes;no;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;yes;moderately;yes;moderately;extremely;moderately
France;20;man;extremely;yes;yes;yes;yes;no;yes;no;no;no;yes;yes;yes;no;yes;yes;not at all;yes;very;a little;a little
United States;16;woman;moderately;no;yes;no;yes;no;yes;yes;no;no;no;no;no;yes;no;no;not at all;yes;moderately;not at all;a little
France;19;woman;extremely;prefer not to say;no;yes;yes;no;yes;prefer not to say;no;prefer not to say;yes;prefer not to say;no;yes;no;prefer not to say;moderately;yes;a little;not at all;not at all
India;21;woman;very;yes;yes;yes;yes;no;yes;yes;yes;yes;no;yes;yes;yes;no;no;not at all;no;not at all;not at all;prefer not to say
France;22;woman;moderately;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;moderately;yes;moderately;not at all;not at all
India;18;man;not worried;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;not at all;no;not at all;moderately;not at all
India;21;man;extremely;yes;yes;yes;yes;no;no;yes;yes;yes;yes;no;no;no;no;yes;not at all;no;very;extremely;very
United Kingdom;24;woman;moderately;yes;no;no;yes;yes;yes;yes;no;no;prefer not to say;no;no;yes;no;prefer not to say;prefer not to say;prefer not to say;prefer not to say;moderately;moderately
France;25;man;not worried;yes;no;no;yes;yes;yes;no;no;yes;yes;yes;yes;yes;no;no;not at all;no;extremely;extremely;moderately
India;17;woman;very;yes;no;yes;yes;prefer not to say;yes;yes;no;yes;yes;no;yes;yes;yes;yes;moderately;yes;a little;a little;moderately
India;25;woman;moderately;yes;yes;yes;yes;yes;no;yes;no;yes;yes;yes;yes;yes;no;yes;a little;no;moderately;a little;a little
France;22;man;not worried;no;no;no;no;yes;no;yes;no;no;no;no;no;no;no;no;not at all;yes;not at all;not at all;a little
India;23;woman;very;yes;yes;yes;yes;no;no;yes;no;no;yes;yes;no;no;yes;yes;very;yes;moderately;a little;not at all
India;21;man;moderately;no;no;no;yes;no;no;no;no;yes;no;no;no;no;yes;no;not at all;no;not at all;a little;a little
India;25;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;prefer not to say;yes;prefer not to say;no;a little;no;very;a little;moderately
United Kingdom;18;woman;extremely;yes;yes;no;no;yes;yes;yes;yes;yes;yes;no;yes;yes;yes;no;a little;yes;very;very;extremely
France;23;woman;very;yes;yes;yes;yes;no;yes;yes;yes;no;yes;yes;yes;yes;no;yes;moderately;no;not at all;not at all;a little
France;16;woman;extremely;yes;no;yes;yes;no;yes;yes;yes;no;yes;yes;yes;yes;no;no;a little;no;not at all;moderately;not at all
United Kingdom;23;woman;very;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;no;no;yes;no;no;not at all;yes;very;a little;moderately
India;19;man;very;no;no;no;yes;no;no;no;no;yes;no;no;no;no;no;yes;moderately;no;not at all;very;not at all
France;18;woman;very;yes;yes;no;yes;no;yes;yes;yes;yes;no;yes;no;yes;no;no;not at all;yes;very;not at all;moderately
France;18;woman;moderately;yes;yes;no;yes;no;yes;yes;no;yes;no;yes;no;yes;yes;yes;not at all;yes;moderately;not at all;a little
United Kingdom;25;woman;moderately;yes;yes;no;yes;no;no;yes;yes;no;no;no;no;yes;yes;no;not at all;yes;moderately;not at all;not at all
India;20;woman;extremely;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;completely reassured;yes;a little;a little;not at all
France;23;man;very;yes;yes;yes;yes;no;yes;yes;yes;no;no;yes;yes;yes;no;no;not at all;yes;a little;not at all;not at all
India;21;man;extremely;yes;yes;yes;yes;yes;no;prefer not to say;no;yes;yes;yes;yes;yes;yes;yes;prefer not to say;yes;not at all;extremely;not at all
India;22;woman;very;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;very;yes;a little;very;very
India;25;man;very;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;not at all;yes;extremely;moderately;moderately
India;22;woman;extremely;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;not at all;yes;very;a little;very
France;25;man;extremely;yes;yes;yes;yes;no;yes;yes;no;no;no;yes;yes;yes;no;no;not at all;yes;extremely;a little;extremely
France;21;woman;very;yes;yes;yes;yes;no;yes;yes;no;no;no;yes;yes;yes;no;yes;moderately;yes;a little;a little;moderately
United Kingdom;22;woman;extremely;yes;yes;no;no;yes;yes;no;yes;yes;no;yes;no;yes;no;no;very;no;moderately;moderately;moderately
Brazil;21;woman;extremely;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;not at all;yes;extremely;not at all;extremely
India;20;man;very;yes;yes;no;yes;yes;yes;no;no;yes;no;no;no;no;no;yes;moderately;no;a little;a little;not at all
France;19;man;very;no;yes;no;prefer not to say;no;no;no;no;no;no;yes;no;yes;no;no;a little;no;not at all;not at all;not at all
India;23;woman;very;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;prefer not to say;no;moderately;yes;very;moderately;moderately
United Kingdom;24;woman;very;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;a little;yes;a little;a little;a little
India;24;man;extremely;yes;yes;yes;no;yes;yes;yes;yes;no;yes;yes;yes;no;yes;no;completely reassured;yes;extremely;extremely;moderately
France;21;woman;very;no;yes;yes;no;no;yes;yes;no;no;no;yes;yes;yes;yes;no;very;yes;a little;a little;moderately
India;22;woman;a little;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;yes;a little;yes;a little;a little;a little
India;17;man;moderately;yes;no;yes;no;yes;yes;yes;yes;yes;no;yes;no;no;yes;yes;moderately;yes;moderately;a little;not at all
India;21;woman;very;yes;no;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;no;no;yes;moderately;no;very;not at all;moderately
Finland;24;woman;a little;yes;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;a little;no;not at all;moderately;not at all
India;25;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;no;moderately;yes;very;a little;a little
India;25;woman;moderately;yes;yes;yes;yes;no;no;yes;no;no;yes;no;yes;yes;yes;yes;not at all;no;a little;moderately;a little
India;16;woman;moderately;yes;yes;no;yes;no;yes;yes;yes;yes;no;no;yes;yes;no;prefer not to say;moderately;yes;moderately;moderately;moderately
France;25;woman;moderately;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;moderately;yes;a little;a little;a little
France;18;woman;extremely;yes;no;yes;yes;yes;yes;yes;no;yes;no;yes;yes;yes;yes;yes;completely reassured;no;very;moderately;very
France;19;woman;a little;no;yes;yes;yes;no;no;no;no;no;no;no;no;yes;no;no;a little;yes;a little;moderately;not at all
India;20;man;very;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;no;no;yes;very;no;moderately;moderately;moderately
Australia;25;man;moderately;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;moderately;yes;moderately;moderately;moderately
Australia;18;woman;moderately;yes;no;yes;yes;no;yes;yes;yes;yes;yes;no;no;yes;no;no;prefer not to say;yes;moderately;moderately;moderately
France;19;woman;extremely;yes;yes;yes;yes;no;no;yes;no;no;no;no;no;yes;no;no;not at all;yes;very;not at all;not at all
United Kingdom;17;woman;moderately;yes;yes;no;no;no;no;yes;yes;yes;yes;yes;no;no;no;no;moderately;no;moderately;moderately;moderately
France;23;woman;extremely;yes;no;yes;yes;no;no;yes;no;no;no;yes;yes;yes;no;yes;a little;prefer not to say;very;moderately;very
France;19;woman;very;yes;yes;yes;yes;no;yes;yes;yes;yes;no;yes;yes;yes;no;yes;moderately;yes;very;a little;a little
India;19;man;moderately;no;no;prefer not to say;no;prefer not to say;yes;yes;no;yes;no;no;no;yes;no;yes;very;no;not at all;not at all;not at all
India;22;man;very;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;completely reassured;yes;moderately;extremely;moderately
Australia;20;woman;moderately;no;yes;yes;yes;no;no;yes;no;no;no;no;no;yes;no;no;a little;yes;extremely;not at all;extremely
France;20;man;extremely;no;yes;yes;yes;yes;no;yes;yes;prefer not to say;no;yes;no;yes;yes;yes;a little;no;a little;extremely;a little
France;19;man;very;no;no;no;yes;no;yes;yes;yes;no;no;no;no;no;no;no;moderately;yes;a little;not at all;prefer not to say
Australia;18;man;extremely;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;not at all;yes;very;not at all;moderately
Finland;19;man;moderately;no;no;no;no;no;no;no;no;no;no;yes;no;yes;no;no;a little;yes;not at all;not at all;a little
France;22;woman;moderately;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;moderately;no;moderately;moderately;moderately
France;24;man;moderately;yes;no;no;yes;no;yes;prefer not to say;yes;no;no;no;no;yes;no;yes;not at all;yes;very;not at all;moderately
India;24;woman;moderately;yes;no;no;yes;yes;yes;prefer not to say;yes;no;yes;yes;no;no;no;no;a little;yes;not at all;not at all;not at all
India;21;man;very;yes;yes;yes;yes;no;no;no;no;no;no;no;yes;yes;no;yes;moderately;yes;moderately;a little;moderately
France;23;man;very;no;no;no;yes;no;yes;no;no;no;no;no;no;yes;yes;no;a little;no;a little;moderately;moderately
France;22;man;moderately;yes;no;no;yes;no;yes;yes;no;no;no;no;yes;yes;no;no;moderately;yes;moderately;a little;a little
France;19;man;moderately;no;no;no;no;yes;yes;no;no;no;no;no;yes;yes;no;no;moderately;no;moderately;very;a little
India;21;man;very;yes;no;yes;yes;no;yes;yes;no;no;no;no;no;yes;yes;yes;very;yes;moderately;a little;moderately
France;23;woman;extremely;yes;yes;no;yes;prefer not to say;no;yes;no;no;no;yes;yes;yes;no;no;moderately;no;not at all;not at all;not at all
India;23;woman;extremely;yes;yes;yes;yes;no;no;yes;yes;yes;no;no;yes;yes;yes;no;not at all;yes;very;not at all;very
India;22;man;a little;yes;no;yes;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;moderately;no;not at all;not at all;not at all
India;22;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;a little;yes;very;a little;very
Australia;21;woman;prefer not to say;yes;yes;yes;yes;yes;no;yes;yes;yes;no;no;yes;yes;yes;no;prefer not to say;yes;very;very;a little
Australia;20;man;prefer not to say;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;moderately;no;a little;a little;a little
India;19;man;very;yes;yes;yes;no;yes;no;no;yes;no;yes;yes;yes;no;no;no;moderately;yes;moderately;not at all;extremely
France;20;man;moderately;no;yes;prefer not to say;yes;prefer not to say;yes;no;prefer not to say;no;no;yes;no;prefer not to say;no;no;moderately;no;prefer not to say;prefer not to say;a little
India;18;man;moderately;no;yes;no;yes;no;yes;no;no;no;yes;yes;no;yes;yes;yes;moderately;yes;very;moderately;very
Portugal;20;man;moderately;yes;yes;no;no;no;yes;yes;yes;no;no;yes;no;yes;no;no;not at all;yes;extremely;not at all;very
India;25;woman;a little;yes;no;yes;yes;no;no;yes;no;yes;yes;yes;no;no;yes;yes;a little;no;moderately;a little;very
France;23;man;very;yes;yes;no;yes;no;yes;yes;yes;yes;no;yes;yes;yes;no;yes;moderately;yes;moderately;not at all;a little
India;21;man;not worried;yes;yes;yes;yes;no;yes;yes;no;yes;no;yes;yes;no;yes;yes;moderately;yes;moderately;moderately;very
United States;18;woman;very;yes;yes;no;yes;no;no;no;yes;no;no;no;no;no;no;no;not at all;no;a little;very;moderately
France;21;man;very;yes;no;no;no;no;no;yes;yes;no;no;no;no;yes;yes;no;not at all;yes;very;not at all;a little
India;24;man;extremely;yes;yes;yes;yes;no;yes;yes;no;yes;yes;no;yes;yes;yes;yes;very;no;very;very;moderately
France;25;man;very;yes;yes;no;yes;no;no;yes;yes;yes;yes;yes;no;yes;yes;yes;not at all;yes;very;not at all;a little
Finland;25;man;moderately;no;no;no;yes;no;no;no;yes;no;yes;yes;no;no;yes;no;not at all;no;very;not at all;extremely
