country;age;gender;Q1;sad;helpless;anxious;afraid;optimistic;angry;guilty;ashamed;hurt;depressed;despair;grief;powerless;indifferent;Q3;Q6;Doing enough to avoid a climate catastrophe;abandoned;hopeful;protected
Finland;22;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;no;yes;yes;prefer not to say;yes;yes;moderately;yes;a little;prefer not to say;extremely
Finland;21;woman;very;yes;yes;no;no;no;yes;yes;no;no;no;yes;yes;no;no;no;moderately;no;a little;moderately;a little
United States;22;man;moderately;yes;no;yes;yes;no;no;no;yes;no;no;no;no;no;yes;no;a little;yes;a little;a little;moderately
Finland;20;woman;very;yes;yes;yes;yes;prefer not to say;yes;no;yes;yes;yes;yes;no;yes;yes;yes;prefer not to say;yes;moderately;very;a little
Finland;19;woman;very;yes;no;yes;yes;no;yes;yes;no;no;yes;yes;yes;prefer not to say;no;no;a little;yes;a little;not at all;very
Australia;20;man;extremely;yes;yes;yes;yes;yes;yes;no;no;no;yes;no;no;no;yes;yes;completely reassured;yes;a little;a little;a little
Australia;20;man;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;not at all;yes;moderately;a little;very
Finland;19;woman;very;yes;yes;yes;yes;no;yes;yes;yes;yes;no;yes;yes;yes;no;no;moderately;no;moderately;very;very
Nigeria;24;woman;very;yes;yes;yes;yes;no;no;no;no;yes;no;no;yes;yes;no;yes;moderately;yes;not at all;moderately;not at all
United States;20;man;moderately;prefer not to say;no;yes;no;no;no;no;no;no;no;yes;no;yes;no;no;not at all;yes;moderately;not at all;very
Nigeria;24;man;extremely;yes;no;no;yes;no;yes;yes;yes;yes;no;yes;yes;no;no;no;moderately;yes;not at all;a little;not at all
United States;22;man;very;yes;yes;yes;yes;no;yes;yes;yes;no;no;yes;yes;yes;no;no;a little;yes;very;a little;very
Finland;21;man;a little;no;yes;yes;yes;no;yes;yes;yes;no;yes;yes;yes;no;yes;yes;very;no;a little;very;moderately
Finland;20;woman;very;yes;yes;yes;yes;prefer not to say;no;yes;yes;yes;yes;yes;yes;no;prefer not to say;prefer not to say;a little;no;very;moderately;moderately
Finland;23;woman;very;yes;yes;yes;yes;no;no;no;yes;no;yes;yes;yes;yes;yes;no;moderately;yes;a little;moderately;a little
France;21;man;extremely;yes;no;no;yes;no;yes;no;yes;yes;no;no;yes;yes;no;no;very;no;moderately;very;moderately
United States;18;man;very;yes;yes;yes;yes;no;yes;yes;yes;no;no;no;no;yes;no;no;very;yes;not at all;a little;moderately
Nigeria;19;woman;moderately;yes;no;no;no;no;yes;no;no;no;no;yes;no;no;prefer not to say;no;not at all;yes;moderately;not at all;very
Nigeria;24;man;extremely;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;yes;not at all;no;not at all;extremely;not at all
Nigeria;20;man;moderately;no;no;yes;yes;no;no;no;no;no;no;no;no;no;no;no;moderately;no;not at all;moderately;moderately
United States;21;man;not worried;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;not at all;no;not at all;moderately;not at all
United States;21;man;a little;yes;yes;yes;prefer not to say;no;yes;yes;no;yes;yes;no;yes;yes;yes;no;a little;no;moderately;moderately;very
Finland;24;man;a little;yes;no;no;no;yes;yes;yes;no;yes;no;no;no;no;no;yes;moderately;no;very;very;moderately
Finland;23;woman;very;yes;no;yes;yes;no;no;no;no;no;no;yes;yes;no;yes;no;a little;no;a little;a little;moderately
United States;23;man;moderately;yes;no;yes;yes;no;no;yes;yes;no;no;no;yes;yes;no;yes;moderately;no;a little;not at all;a little
United States;25;man;moderately;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;moderately;yes;very;moderately;moderately
United States;25;man;extremely;yes;yes;yes;no;yes;yes;yes;no;no;no;no;yes;yes;no;no;not at all;yes;moderately;a little;very
Nigeria;19;man;very;no;no;yes;yes;no;no;no;yes;no;no;no;no;yes;no;yes;a little;yes;very;a little;very
United States;19;man;moderately;yes;no;yes;yes;no;yes;yes;no;no;yes;no;no;no;no;no;a little;no;not at all;moderately;not at all
United States;18;man;a little;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;moderately;moderately;moderately
Australia;21;man;moderately;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;not at all;no;not at all;not at all;not at all
United States;21;man;very;yes;yes;no;yes;yes;yes;yes;no;yes;no;yes;no;no;no;no;moderately;prefer not to say;prefer not to say;prefer not to say;prefer not to say
France;24;man;very;yes;yes;yes;yes;no;yes;yes;yes;yes;no;yes;yes;yes;no;no;moderately;yes;moderately;very;very
France;20;man;extremely;yes;yes;no;yes;no;yes;yes;yes;yes;no;yes;no;yes;no;yes;very;yes;moderately;a little;not at all
Nigeria;20;man;very;yes;no;yes;yes;no;no;no;yes;no;yes;no;no;no;no;yes;prefer not to say;yes;a little;not at all;not at all
United States;25;man;not worried;yes;no;yes;yes;prefer not to say;yes;yes;yes;yes;no;prefer not to say;prefer not to say;yes;no;yes;moderately;prefer not to say;not at all;moderately;a little
Finland;20;woman;moderately;yes;yes;yes;no;yes;yes;yes;yes;no;yes;yes;no;yes;yes;no;a little;yes;a little;a little;a little
Australia;21;man;moderately;no;no;yes;no;yes;yes;no;yes;yes;no;yes;yes;yes;no;prefer not to say;a little;yes;very;moderately;very
Finland;18;man;moderately;no;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;no;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;no;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say
Finland;20;woman;very;no;no;no;yes;no;no;yes;yes;yes;yes;yes;yes;no;no;no;very;no;moderately;very;not at all
Finland;21;man;a little;yes;yes;no;no;yes;no;no;yes;no;yes;no;no;yes;yes;no;not at all;yes;moderately;very;very
France;19;man;moderately;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;moderately;no;moderately;moderately;moderately
United States;22;man;a little;yes;yes;no;yes;no;no;no;no;yes;no;no;no;no;yes;yes;moderately;yes;a little;extremely;moderately
Finland;22;woman;a little;yes;yes;yes;yes;no;yes;yes;yes;yes;no;yes;yes;yes;yes;no;not at all;yes;moderately;moderately;moderately
Nigeria;23;man;moderately;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;no;yes;a little;no;very;not at all;extremely
United States;22;man;very;yes;no;no;yes;no;yes;yes;yes;yes;no;no;yes;yes;no;no;moderately;no;a little;moderately;a little
Nigeria;20;man;a little;yes;no;no;yes;no;no;yes;no;no;no;yes;no;no;no;yes;completely reassured;yes;very;very;extremely
Australia;18;man;moderately;no;no;no;yes;no;no;no;yes;no;no;no;no;no;no;no;very;yes;a little;moderately;a little
Nigeria;21;woman;moderately;yes;yes;yes;no;no;yes;no;no;yes;no;no;yes;yes;no;yes;not at all;yes;extremely;moderately;a little
United States;21;man;moderately;yes;no;yes;no;no;yes;no;no;no;yes;prefer not to say;no;yes;no;prefer not to say;completely reassured;yes;prefer not to say;prefer not to say;prefer not to say
Australia;21;man;moderately;yes;no;no;yes;no;no;no;no;no;no;no;no;no;yes;no;not at all;no;moderately;a little;not at all
Nigeria;21;man;moderately;yes;no;yes;yes;yes;no;no;no;no;no;yes;yes;yes;no;no;not at all;yes;a little;moderately;a little
United States;20;man;moderately;yes;yes;yes;no;yes;no;no;yes;yes;no;yes;yes;no;no;yes;a little;yes;moderately;moderately;moderately
France;25;man;prefer not to say;prefer not to say;no;yes;prefer not to say;no;prefer not to say;no;no;prefer not to say;yes;no;prefer not to say;prefer not to say;no;no;not at all;no;prefer not to say;prefer not to say;prefer not to say
Nigeria;21;man;very;no;no;no;no;no;yes;no;yes;no;no;no;no;no;yes;no;not at all;no;moderately;very;moderately
United States;20;man;moderately;yes;no;no;no;no;no;no;no;no;no;no;yes;no;yes;no;not at all;yes;very;not at all;not at all
United States;19;man;very;no;yes;no;yes;yes;no;no;no;no;no;yes;yes;no;no;no;very;no;a little;not at all;not at all
Finland;21;man;very;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;no;yes;yes;yes;yes;a little;no;moderately;moderately;moderately
France;21;man;very;no;no;no;no;no;yes;yes;yes;yes;no;no;no;no;no;no;a little;prefer not to say;not at all;not at all;a little
United States;19;man;moderately;no;yes;no;no;prefer not to say;no;no;prefer not to say;no;no;no;no;yes;yes;prefer not to say;moderately;no;not at all;not at all;not at all
United States;21;man;very;yes;no;no;yes;no;yes;no;yes;no;no;no;no;no;no;yes;not at all;yes;very;not at all;moderately
France;21;man;moderately;yes;no;yes;yes;yes;yes;no;no;no;no;no;no;yes;no;yes;moderately;no;a little;very;a little
France;24;man;moderately;yes;yes;yes;no;no;no;no;yes;yes;prefer not to say;yes;yes;no;no;yes;very;no;extremely;very;a little
Nigeria;20;man;moderately;yes;no;yes;no;yes;no;no;no;no;no;no;yes;no;no;yes;not at all;yes;very;moderately;moderately
United States;19;man;a little;no;yes;yes;yes;no;no;no;no;no;no;yes;no;no;no;no;moderately;yes;extremely;a little;extremely
United States;21;man;a little;no;no;no;no;no;no;no;no;no;yes;no;no;no;no;yes;a little;no;a little;very;a little
France;21;man;very;yes;yes;no;yes;yes;yes;yes;no;yes;no;yes;yes;yes;no;no;moderately;yes;a little;a little;a little
Nigeria;21;man;a little;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;a little;yes;not at all;not at all;not at all
Australia;22;man;very;yes;yes;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;no;yes;not at all;yes;very;moderately;very
Portugal;21;man;very;yes;no;yes;yes;no;yes;yes;yes;no;no;no;no;yes;no;no;not at all;yes;a little;moderately;a little
United States;18;man;a little;no;no;yes;no;no;no;no;no;no;no;no;no;yes;yes;no;a little;no;not at all;a little;not at all
United States;21;man;extremely;prefer not to say;yes;no;yes;yes;prefer not to say;no;prefer not to say;yes;yes;yes;yes;no;yes;prefer not to say;completely reassured;prefer not to say;moderately;not at all;very
United States;21;man;a little;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;a little;no;moderately;moderately;moderately
Nigeria;22;woman;very;yes;yes;yes;yes;no;yes;yes;no;yes;no;no;yes;yes;no;no;not at all;yes;very;not at all;very
United States;24;man;not worried;yes;no;yes;yes;no;yes;no;yes;no;no;no;yes;no;no;no;a little;yes;very;not at all;not at all
Nigeria;20;man;a little;yes;no;yes;yes;yes;yes;no;no;yes;yes;no;yes;yes;no;yes;not at all;no;a little;extremely;extremely
Nigeria;25;woman;very;no;yes;no;no;no;no;no;no;no;no;no;no;no;yes;yes;not at all;prefer not to say;a little;a little;a little
Nigeria;24;man;moderately;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;no;not at all;yes;moderately;moderately;moderately
Nigeria;20;woman;moderately;no;no;no;no;yes;no;no;no;no;no;no;no;no;yes;yes;a little;yes;very;a little;very
Nigeria;21;woman;extremely;yes;yes;yes;yes;no;no;no;yes;yes;yes;yes;yes;yes;no;yes;not at all;no;extremely;a little;very
Finland;23;man;very;yes;no;yes;yes;no;no;yes;yes;no;no;yes;yes;no;yes;no;a little;yes;moderately;very;moderately
Nigeria;18;man;very;yes;yes;no;yes;yes;no;no;no;yes;yes;yes;no;yes;no;yes;not at all;yes;moderately;a little;extremely
United States;20;man;not worried;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;prefer not to say;no;not at all;not at all;not at all
United States;21;man;extremely;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;completely reassured;yes;very;moderately;extremely
Australia;21;man;extremely;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say;prefer not to say
Nigeria;21;man;not worried;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;yes;prefer not to say;no;prefer not to say;prefer not to say;very
Australia;24;man;extremely;prefer not to say;yes;yes;yes;no;yes;no;no;no;prefer not to say;yes;yes;yes;yes;no;not at all;yes;very;a little;moderately
Nigeria;24;man;a little;no;no;yes;no;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;not at all;yes;extremely;moderately;a little
United States;25;man;extremely;no;yes;no;yes;no;yes;no;no;no;no;no;yes;no;no;yes;not at all;yes;not at all;not at all;not at all
Australia;22;man;not worried;yes;no;yes;yes;no;no;yes;yes;yes;yes;yes;yes;yes;no;yes;completely reassured;no;prefer not to say;not at all;not at all
Finland;23;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;a little;no;a little;not at all;moderately
Finland;21;woman;extremely;prefer not to say;yes;prefer not to say;yes;prefer not to say;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;a little;yes;a little;a little;moderately
Finland;20;man;moderately;no;no;no;yes;no;no;no;no;no;no;no;yes;no;no;yes;a little;no;moderately;moderately;very
Finland;21;man;not worried;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;not at all;no;moderately;extremely;not at all
United States;17;man;very;yes;yes;no;yes;no;yes;yes;yes;no;no;no;no;no;no;no;moderately;yes;a little;moderately;not at all
United States;20;man;a little;yes;no;yes;yes;no;no;yes;yes;no;no;no;no;yes;no;no;a little;no;a little;moderately;not at all
Brazil;21;man;very;yes;yes;yes;yes;no;yes;yes;yes;yes;no;yes;no;yes;no;no;not at all;yes;moderately;a little;very
Nigeria;24;man;a little;no;no;yes;no;yes;no;no;no;yes;yes;yes;no;no;yes;no;completely reassured;yes;not at all;extremely;not at all
United States;21;man;very;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;moderately;yes;very;a little;very
Nigeria;20;man;very;yes;no;no;yes;yes;no;no;yes;no;no;yes;no;yes;yes;no;not at all;no;moderately;not at all;not at all
United States;23;man;moderately;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;no;a little;no;not at all;very;moderately
United States;24;man;very;yes;yes;no;yes;no;yes;no;yes;yes;no;no;no;yes;no;no;not at all;yes;extremely;extremely;moderately
Finland;18;woman;extremely;yes;yes;yes;yes;no;yes;yes;no;yes;yes;yes;yes;yes;no;yes;not at all;yes;extremely;not at all;extremely
Nigeria;22;man;moderately;no;no;yes;yes;no;no;yes;no;no;yes;yes;yes;no;no;yes;a little;no;not at all;moderately;not at all
United States;18;man;very;yes;yes;yes;no;yes;no;yes;no;yes;yes;no;no;no;yes;yes;moderately;yes;a little;a little;a little
United States;20;man;not worried;no;yes;no;no;no;no;yes;no;no;no;no;no;yes;no;no;moderately;no;a little;not at all;very
Nigeria;24;man;extremely;yes;no;yes;no;no;yes;yes;no;no;yes;prefer not to say;no;no;yes;yes;completely reassured;prefer not to say;not at all;extremely;not at all
Australia;22;man;moderately;yes;yes;no;yes;yes;yes;no;yes;no;no;no;no;yes;no;no;a little;yes;moderately;a little;not at all
Nigeria;23;man;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;moderately;yes;very;moderately;very
Brazil;21;woman;very;yes;no;yes;yes;no;yes;yes;yes;no;yes;yes;yes;no;no;no;not at all;no;very;very;very
Nigeria;18;man;prefer not to say;prefer not to say;no;yes;yes;no;no;no;no;no;no;no;yes;yes;no;yes;completely reassured;yes;a little;very;moderately
United States;25;man;not worried;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;very;yes;a little;a little;a little
United States;21;man;extremely;yes;yes;yes;yes;no;no;no;yes;no;yes;yes;yes;yes;yes;yes;completely reassured;no;very;a little;extremely
Nigeria;24;woman;very;no;yes;yes;yes;no;no;no;no;yes;yes;no;no;no;no;no;moderately;yes;a little;not at all;moderately
Australia;19;man;very;yes;yes;yes;yes;no;yes;yes;yes;no;no;no;no;yes;yes;no;not at all;yes;a little;moderately;moderately
Nigeria;19;man;moderately;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;yes;no;yes;not at all;no;a little;not at all;not at all
Australia;20;man;very;no;no;yes;yes;no;no;no;no;no;no;no;no;yes;yes;no;not at all;yes;very;a little;moderately
Australia;25;man;moderately;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;moderately;yes;moderately;moderately;moderately
United States;25;man;very;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;no;no;yes;moderately;yes;moderately;a little;a little
Australia;25;man;a little;yes;yes;yes;yes;no;yes;no;yes;yes;yes;yes;yes;yes;no;yes;a little;yes;a little;very;moderately
Australia;20;man;very;yes;no;yes;yes;no;no;no;yes;no;no;no;no;no;no;no;moderately;no;very;a little;not at all
Australia;22;man;very;yes;yes;yes;yes;no;yes;no;no;yes;yes;yes;yes;yes;no;yes;moderately;no;a little;very;a little
Nigeria;23;man;very;no;no;no;prefer not to say;yes;no;no;no;no;no;no;no;no;no;no;not at all;prefer not to say;prefer not to say;prefer not to say;prefer not to say
United States;22;man;very;yes;yes;yes;yes;prefer not to say;no;yes;yes;yes;yes;yes;yes;yes;prefer not to say;no;a little;yes;moderately;a little;very
Australia;18;man;very;no;no;no;yes;yes;yes;yes;no;no;yes;yes;yes;yes;no;yes;very;yes;moderately;very;very
United States;21;man;moderately;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;a little;yes;not at all;a little;a little
United States;21;man;extremely;yes;no;yes;no;yes;no;no;no;yes;no;no;no;no;yes;no;a little;no;not at all;a little;not at all
Nigeria;18;man;a little;no;no;yes;no;yes;yes;no;no;no;no;no;yes;no;no;no;not at all;no;not at all;a little;not at all
Nigeria;21;man;a little;no;yes;yes;yes;yes;no;yes;yes;no;yes;yes;yes;no;no;yes;completely reassured;no;a little;a little;very
Nigeria;20;woman;extremely;yes;no;yes;yes;no;no;no;yes;yes;no;no;yes;no;no;yes;moderately;yes;not at all;a little;a little
Finland;21;woman;extremely;yes;no;yes;yes;yes;yes;yes;yes;yes;no;yes;yes;no;no;no;very;yes;not at all;moderately;moderately
Finland;21;man;moderately;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;a little;no;very;very;very
Australia;21;man;very;prefer not to say;no;yes;no;yes;yes;no;yes;no;no;no;no;yes;no;yes;moderately;yes;very;a little;moderately
Nigeria;19;man;very;no;no;yes;no;yes;no;no;no;no;no;no;no;no;no;yes;moderately;yes;moderately;very;moderately
United States;22;man;very;yes;no;yes;yes;no;yes;yes;yes;yes;yes;no;yes;no;no;no;not at all;no;a little;not at all;a little
Nigeria;21;man;a little;no;no;no;yes;no;no;no;no;no;no;no;no;no;yes;yes;not at all;no;extremely;moderately;moderately
Nigeria;19;woman;moderately;no;yes;no;yes;no;no;no;no;yes;no;no;yes;yes;prefer not to say;no;not at all;yes;a little;not at all;moderately
United States;20;man;very;yes;yes;no;yes;no;yes;no;no;no;no;no;no;yes;no;no;a little;no;moderately;moderately;moderately
United States;19;man;not worried;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;not at all;no;prefer not to say;not at all;a little
Nigeria;19;man;not worried;no;no;yes;no;yes;yes;no;no;no;no;no;no;no;no;no;a little;no;not at all;not at all;not at all
Nigeria;21;man;extremely;yes;no;no;yes;yes;yes;no;no;no;yes;yes;no;no;no;yes;a little;no;not at all;a little;not at all
Australia;22;man;moderately;yes;no;no;yes;yes;no;yes;yes;no;no;yes;no;no;no;no;very;no;moderately;moderately;moderately
Nigeria;20;man;not worried;no;no;yes;yes;yes;no;no;no;yes;yes;yes;yes;yes;no;yes;completely reassured;yes;a little;very;a little
Australia;19;man;moderately;yes;yes;yes;yes;no;yes;yes;no;yes;no;yes;no;no;no;no;a little;yes;very;a little;a little
Nigeria;21;woman;a little;yes;no;yes;yes;yes;yes;no;no;no;no;no;no;no;no;yes;a little;no;a little;a little;not at all
Nigeria;20;man;a little;no;no;yes;yes;yes;no;no;no;no;no;no;yes;yes;no;yes;not at all;no;moderately;moderately;moderately
Nigeria;25;woman;moderately;yes;yes;no;no;no;no;yes;no;no;no;no;no;yes;yes;no;moderately;yes;extremely;not at all;not at all
United States;22;man;not worried;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;not at all;no;not at all;not at all;not at all
Nigeria;18;man;prefer not to say;yes;yes;yes;no;yes;no;no;no;no;yes;yes;yes;no;yes;yes;prefer not to say;yes;a little;a little;a little
Nigeria;21;man;very;no;no;yes;no;yes;no;no;no;no;no;no;no;no;no;no;not at all;no;extremely;moderately;extremely
Nigeria;19;man;extremely;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;not at all;no;not at all;not at all;not at all
Finland;20;woman;very;yes;no;yes;no;no;yes;yes;prefer not to say;prefer not to say;yes;yes;yes;prefer not to say;prefer not to say;prefer not to say;a little;yes;a little;not at all;moderately
United States;21;man;a little;no;yes;yes;no;no;no;no;no;no;no;no;no;yes;yes;no;moderately;no;not at all;moderately;not at all
Nigeria;19;man;a little;yes;no;yes;no;no;no;no;no;no;no;no;no;no;no;no;prefer not to say;prefer not to say;not at all;a little;not at all
Nigeria;21;man;a little;yes;no;yes;no;yes;yes;no;no;yes;yes;yes;no;no;no;no;prefer not to say;yes;extremely;moderately;very
Australia;21;man;not worried;no;no;no;no;no;yes;no;no;no;no;no;no;no;no;no;completely reassured;no;not at all;extremely;not at all
Nigeria;23;man;prefer not to say;no;yes;no;no;no;yes;no;prefer not to say;no;yes;yes;no;yes;no;yes;a little;yes;not at all;very;a little
United States;20;man;extremely;yes;yes;yes;yes;no;yes;yes;yes;no;no;no;no;yes;no;no;not at all;yes;not at all;a little;very
Nigeria;25;man;extremely;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;not at all;yes;extremely;a little;extremely
Portugal;23;man;very;yes;no;yes;yes;no;yes;no;yes;no;yes;yes;no;yes;no;yes;not at all;yes;moderately;a little;moderately
Nigeria;20;woman;very;no;no;yes;no;yes;no;no;no;no;no;no;no;yes;no;yes;moderately;no;a little;a little;not at all
United States;21;man;a little;no;no;yes;prefer not to say;no;yes;no;prefer not to say;no;no;no;no;yes;no;no;moderately;no;moderately;a little;a little
Nigeria;23;woman;very;no;yes;yes;yes;yes;no;no;no;no;yes;no;no;no;no;yes;a little;no;a little;a little;moderately
Australia;20;man;moderately;no;yes;yes;yes;no;no;no;yes;no;yes;no;prefer not to say;yes;no;prefer not to say;moderately;yes;a little;a little;moderately
Nigeria;25;man;moderately;no;no;yes;yes;yes;no;yes;yes;no;no;no;no;no;no;no;not at all;no;moderately;a little;a little
Australia;21;man;a little;no;yes;prefer not to say;yes;no;no;no;no;prefer not to say;yes;yes;no;no;no;no;moderately;prefer not to say;extremely;moderately;moderately
Nigeria;20;man;not worried;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;prefer not to say;no;not at all;not at all;not at all
Nigeria;24;woman;not worried;no;no;no;no;prefer not to say;no;no;no;prefer not to say;no;no;no;no;no;no;not at all;no;not at all;not at all;not at all
Nigeria;23;man;a little;yes;no;yes;no;no;no;no;no;no;no;no;yes;no;yes;yes;a little;yes;not at all;moderately;a little
Finland;21;woman;very;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;moderately;no;a little;very;moderately
Nigeria;22;woman;moderately;yes;no;no;yes;no;no;no;no;yes;no;no;no;no;no;no;not at all;yes;moderately;not at all;a little
Nigeria;19;man;a little;no;no;no;no;yes;no;no;no;no;yes;no;no;yes;yes;yes;moderately;yes;not at all;extremely;not at all
Nigeria;25;woman;very;no;no;yes;no;yes;no;no;no;yes;no;no;no;yes;no;no;not at all;no;a little;a little;very
Nigeria;25;woman;extremely;yes;prefer not to say;no;no;no;yes;prefer not to say;no;prefer not to say;no;yes;yes;no;no;yes;not at all;yes;extremely;extremely;extremely
Nigeria;20;man;very;yes;yes;yes;yes;no;yes;no;no;no;yes;yes;yes;yes;yes;yes;not at all;yes;moderately;a little;moderately
Nigeria;20;man;moderately;no;yes;yes;yes;no;yes;no;no;yes;no;no;no;yes;no;yes;not at all;no;a little;not at all;moderately
Nigeria;25;woman;prefer not to say;yes;yes;yes;yes;no;yes;yes;no;prefer not to say;yes;no;no;yes;no;yes;not at all;yes;very;not at all;very
Brazil;19;woman;very;no;no;yes;yes;no;yes;yes;no;no;yes;no;yes;no;no;no;not at all;yes;moderately;moderately;a little
Nigeria;24;man;a little;no;no;no;no;no;no;no;no;no;no;no;no;no;no;yes;a little;no;a little;a little;not at all
Nigeria;22;man;moderately;yes;no;yes;yes;yes;no;yes;no;yes;no;no;no;no;no;no;not at all;no;very;a little;a little
Nigeria;25;woman;extremely;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;no;yes;no;yes;very;yes;very;not at all;extremely
Nigeria;24;man;extremely;yes;yes;no;yes;no;yes;yes;yes;no;yes;yes;no;yes;yes;yes;not at all;yes;a little;not at all;very
Nigeria;22;man;extremely;yes;no;no;yes;no;yes;no;no;no;no;no;no;no;no;yes;moderately;no;very;very;not at all
Nigeria;23;woman;extremely;no;no;yes;yes;yes;no;no;no;no;no;no;yes;yes;no;yes;completely reassured;no;moderately;very;moderately
Finland;20;woman;extremely;no;yes;yes;yes;no;yes;yes;no;no;no;no;yes;yes;no;no;a little;yes;not at all;a little;moderately
Nigeria;23;woman;extremely;no;yes;yes;yes;no;yes;no;no;no;yes;no;yes;yes;no;yes;a little;yes;extremely;a little;a little
Nigeria;23;man;very;yes;no;yes;yes;yes;no;no;no;yes;no;no;no;no;no;yes;moderately;no;not at all;moderately;not at all
Nigeria;21;man;extremely;yes;yes;yes;yes;no;no;no;no;no;yes;no;no;yes;no;yes;not at all;no;very;not at all;very
Nigeria;19;man;very;no;no;yes;yes;yes;yes;yes;yes;no;yes;no;no;no;no;yes;completely reassured;no;not at all;very;extremely
Nigeria;25;man;extremely;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;completely reassured;yes;very;a little;very
Australia;21;man;moderately;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;moderately;yes;a little;moderately;very
Australia;22;man;very;no;yes;yes;no;yes;no;no;no;no;yes;no;no;yes;no;no;moderately;yes;moderately;a little;moderately
Nigeria;20;woman;very;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;yes;not at all;no;very;not at all;very
Nigeria;21;man;a little;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;a little;no;not at all;not at all;not at all
Nigeria;21;man;moderately;no;no;no;no;yes;yes;no;no;yes;no;no;no;no;no;no;a little;yes;not at all;moderately;not at all
Australia;23;man;a little;no;no;yes;yes;no;no;no;no;no;no;no;yes;no;no;yes;moderately;yes;very;a little;a little
Nigeria;23;man;a little;no;no;yes;no;yes;no;no;no;yes;no;no;no;no;no;no;a little;yes;moderately;a little;moderately
Portugal;24;woman;extremely;yes;yes;yes;yes;no;yes;yes;yes;yes;yes;yes;yes;no;no;yes;a little;yes;very;moderately;a little
Nigeria;21;man;extremely;yes;yes;yes;yes;yes;yes;yes;yes;yes;no;yes;yes;yes;no;yes;a little;yes;a little;a little;very
Finland;24;woman;very;yes;yes;yes;yes;no;no;yes;yes;yes;yes;yes;yes;yes;yes;yes;very;yes;very;very;a little
Nigeria;20;man;extremely;no;no;yes;no;no;yes;no;no;no;no;no;no;no;no;yes;not at all;no;a little;a little;not at all
Nigeria;23;man;a little;no;no;yes;no;yes;yes;no;no;no;no;no;no;no;no;yes;not at all;yes;a little;not at all;a little
Nigeria;23;man;very;yes;yes;no;no;no;no;yes;yes;yes;yes;no;yes;no;yes;yes;not at all;no;extremely;moderately;not at all
